log_name,method,I_comp,I_nn,I_prec,I_tri
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram w_5,0.9538,0.8441,0.8596,0.82
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram w_9,0.9329,0.8233,0.8253,0.8204
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words PMI w_3,0.856,0.838,0.8556,0.8213
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words PMI w_5,0.7089,0.8476,0.8531,0.808
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words PMI w_9,0.4933,0.8767,0.8775,0.8178
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words PPMI w_3,0.8038,0.8393,0.8578,0.8209
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words PPMI w_5,0.6736,0.8651,0.8651,0.8206
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words PPMI w_9,0.472,0.8879,0.8873,0.8222
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words w_3,0.9424,0.8297,0.8454,0.8211
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words w_5,0.8826,0.8381,0.8394,0.8213
BPIC20_DomesticDeclarations,Activity-Context Bag Of Words w_9,0.8181,0.8593,0.853,0.8196
BPIC20_DomesticDeclarations,Activity-Context N-Grams PMI w_3,0.8171,0.8736,0.8804,0.8241
BPIC20_DomesticDeclarations,Activity-Context N-Grams PMI w_5,0.6569,0.8461,0.8509,0.8144
BPIC20_DomesticDeclarations,Activity-Context N-Grams PMI w_9,0.46,0.8817,0.8872,0.8184
BPIC20_DomesticDeclarations,Activity-Context N-Grams PPMI w_3,0.8087,0.8757,0.8811,0.8242
BPIC20_DomesticDeclarations,Activity-Context N-Grams PPMI w_5,0.652,0.8588,0.8618,0.8229
BPIC20_DomesticDeclarations,Activity-Context N-Grams PPMI w_9,0.4646,0.8928,0.897,0.8226
BPIC20_DomesticDeclarations,Activity-Context N-Grams w_3,0.9424,0.842,0.8521,0.8221
BPIC20_DomesticDeclarations,Activity-Context N-Grams w_5,0.8824,0.8455,0.8522,0.8219
BPIC20_DomesticDeclarations,Activity-Context N-Grams w_9,0.8198,0.8749,0.8754,0.8209
BPIC20_DomesticDeclarations,Bose 2009 Substitution Scores w_3,0.8789,0.7576,0.6987,0.8135
BPIC20_DomesticDeclarations,Bose 2009 Substitution Scores w_5,0.8586,0.7213,0.6429,0.8092
BPIC20_DomesticDeclarations,Bose 2009 Substitution Scores w_9,0.8646,0.7478,0.6858,0.8086
BPIC20_DomesticDeclarations,Chiorrini 2022 Embedding Process Structure,0.9152,0.4653,0.5119,0.6567
BPIC20_DomesticDeclarations,De Koninck 2018 act2vec CBOW w_3,0.86,0.6755,0.6693,0.7829
BPIC20_DomesticDeclarations,De Koninck 2018 act2vec CBOW w_5,0.8541,0.6698,0.6716,0.7809
BPIC20_DomesticDeclarations,De Koninck 2018 act2vec CBOW w_9,0.8489,0.6551,0.6639,0.7793
BPIC20_DomesticDeclarations,De Koninck 2018 act2vec skip-gram w_3,0.7826,0.5879,0.5855,0.7481
BPIC20_DomesticDeclarations,De Koninck 2018 act2vec skip-gram w_5,0.7738,0.5778,0.5747,0.7449
BPIC20_DomesticDeclarations,De Koninck 2018 act2vec skip-gram w_9,0.7678,0.5604,0.5551,0.7389
BPIC20_DomesticDeclarations,Gamallo Fernandez 2023 Context Based w_3,0.458,0.0218,0.0168,0.3316
BPIC20_DomesticDeclarations,Unit Distance,0.1724,0.0539,0.0227,0.0
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9591,0.8817,0.9148,0.9676
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9569,0.9097,0.9244,0.9563
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.9483,0.9264,0.9423,0.9463
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9521,0.8787,0.9109,0.9667
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9544,0.9166,0.934,0.9562
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.9421,0.9074,0.9304,0.9452
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.9009,0.8128,0.8866,0.9493
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.8914,0.8513,0.8716,0.9411
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.8536,0.8992,0.9045,0.9438
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.95,0.9213,0.9412,0.9691
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9642,0.9174,0.9318,0.9551
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.967,0.9323,0.9397,0.9435
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9505,0.9041,0.9381,0.9684
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9633,0.9258,0.9368,0.9546
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.9469,0.9301,0.937,0.9422
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram w_3,0.8732,0.8347,0.8734,0.9485
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram w_5,0.9128,0.8886,0.9063,0.9509
BPIC20_InternationalDeclarations,Activity-Activitiy Co Occurrence N-Gram w_9,0.8327,0.9156,0.9215,0.9429
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words PMI w_3,0.7751,0.941,0.9615,0.9658
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words PMI w_5,0.5769,0.9303,0.9378,0.9506
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words PMI w_9,0.3582,0.9373,0.9521,0.9343
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words PPMI w_3,0.7295,0.9349,0.9579,0.9658
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words PPMI w_5,0.5534,0.93,0.9371,0.9503
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words PPMI w_9,0.3536,0.9373,0.9521,0.9343
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words w_3,0.9267,0.9063,0.914,0.9663
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words w_5,0.8728,0.9141,0.9269,0.9503
BPIC20_InternationalDeclarations,Activity-Context Bag Of Words w_9,0.719,0.9267,0.9379,0.9338
BPIC20_InternationalDeclarations,Activity-Context N-Grams PMI w_3,0.7529,0.9426,0.9627,0.9663
BPIC20_InternationalDeclarations,Activity-Context N-Grams PMI w_5,0.5253,0.9337,0.9448,0.9508
BPIC20_InternationalDeclarations,Activity-Context N-Grams PMI w_9,0.3172,0.943,0.9579,0.934
BPIC20_InternationalDeclarations,Activity-Context N-Grams PPMI w_3,0.7102,0.9395,0.9574,0.9676
BPIC20_InternationalDeclarations,Activity-Context N-Grams PPMI w_5,0.5075,0.9336,0.944,0.9506
BPIC20_InternationalDeclarations,Activity-Context N-Grams PPMI w_9,0.3151,0.943,0.9579,0.934
BPIC20_InternationalDeclarations,Activity-Context N-Grams w_3,0.9267,0.9247,0.9279,0.968
BPIC20_InternationalDeclarations,Activity-Context N-Grams w_5,0.8703,0.9179,0.93,0.9507
BPIC20_InternationalDeclarations,Activity-Context N-Grams w_9,0.7078,0.9326,0.9456,0.9336
BPIC20_InternationalDeclarations,Bose 2009 Substitution Scores w_3,0.7441,0.8686,0.7922,0.9653
BPIC20_InternationalDeclarations,Bose 2009 Substitution Scores w_5,0.8152,0.8597,0.7986,0.949
BPIC20_InternationalDeclarations,Bose 2009 Substitution Scores w_9,0.799,0.8972,0.8901,0.9365
BPIC20_InternationalDeclarations,Chiorrini 2022 Embedding Process Structure,0.9004,0.5135,0.5953,0.8295
BPIC20_InternationalDeclarations,De Koninck 2018 act2vec CBOW w_3,0.9652,0.9563,0.9727,0.969
BPIC20_InternationalDeclarations,De Koninck 2018 act2vec CBOW w_5,0.9651,0.9532,0.9699,0.9675
BPIC20_InternationalDeclarations,De Koninck 2018 act2vec CBOW w_9,0.9639,0.9477,0.9685,0.9674
BPIC20_InternationalDeclarations,De Koninck 2018 act2vec skip-gram w_3,0.9181,0.8917,0.9305,0.9575
BPIC20_InternationalDeclarations,De Koninck 2018 act2vec skip-gram w_5,0.9038,0.8648,0.9148,0.9521
BPIC20_InternationalDeclarations,De Koninck 2018 act2vec skip-gram w_9,0.8944,0.8403,0.8891,0.949
BPIC20_InternationalDeclarations,Gamallo Fernandez 2023 Context Based w_3,0.3815,0.0103,0.0093,0.3803
BPIC20_InternationalDeclarations,Unit Distance,0.0267,0.0389,0.0079,0.0
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9035,0.7976,0.8584,0.9303
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.8648,0.8173,0.8455,0.8848
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.8838,0.8465,0.8724,0.8624
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.8871,0.7901,0.8507,0.9282
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.8341,0.81,0.8407,0.8799
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.863,0.8279,0.8563,0.858
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.7935,0.6491,0.7498,0.8962
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.7744,0.7378,0.7746,0.8636
BPIC20_PermitLog,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.7752,0.8164,0.827,0.8576
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9098,0.7882,0.8336,0.9286
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.8726,0.8275,0.865,0.8759
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.9016,0.8447,0.8719,0.8515
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.8781,0.7856,0.8345,0.9264
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.8432,0.8105,0.8513,0.8692
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.8683,0.8335,0.8521,0.8473
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram w_3,0.7851,0.6763,0.7412,0.8963
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram w_5,0.7849,0.7385,0.7668,0.8594
BPIC20_PermitLog,Activity-Activitiy Co Occurrence N-Gram w_9,0.7465,0.8294,0.8385,0.8516
BPIC20_PermitLog,Activity-Context Bag Of Words PMI w_3,0.649,0.8634,0.901,0.912
BPIC20_PermitLog,Activity-Context Bag Of Words PMI w_5,0.4047,0.8558,0.8876,0.8552
BPIC20_PermitLog,Activity-Context Bag Of Words PMI w_9,0.2685,0.8654,0.8914,0.8481
BPIC20_PermitLog,Activity-Context Bag Of Words PPMI w_3,0.5661,0.8609,0.8932,0.9093
BPIC20_PermitLog,Activity-Context Bag Of Words PPMI w_5,0.3822,0.8555,0.8875,0.8539
BPIC20_PermitLog,Activity-Context Bag Of Words PPMI w_9,0.2668,0.8654,0.8914,0.8481
BPIC20_PermitLog,Activity-Context Bag Of Words w_3,0.8719,0.8479,0.8716,0.9083
BPIC20_PermitLog,Activity-Context Bag Of Words w_5,0.7839,0.8207,0.8399,0.8519
BPIC20_PermitLog,Activity-Context Bag Of Words w_9,0.6868,0.8501,0.8653,0.8474
BPIC20_PermitLog,Activity-Context N-Grams PMI w_3,0.6222,0.8745,0.9131,0.9112
BPIC20_PermitLog,Activity-Context N-Grams PMI w_5,0.3629,0.8539,0.8882,0.8548
BPIC20_PermitLog,Activity-Context N-Grams PMI w_9,0.2424,0.8625,0.8923,0.8432
BPIC20_PermitLog,Activity-Context N-Grams PPMI w_3,0.5605,0.8739,0.9097,0.9096
BPIC20_PermitLog,Activity-Context N-Grams PPMI w_5,0.3494,0.8538,0.888,0.854
BPIC20_PermitLog,Activity-Context N-Grams PPMI w_9,0.2405,0.8625,0.8923,0.8432
BPIC20_PermitLog,Activity-Context N-Grams w_3,0.8722,0.8622,0.8864,0.9088
BPIC20_PermitLog,Activity-Context N-Grams w_5,0.7834,0.8397,0.8546,0.853
BPIC20_PermitLog,Activity-Context N-Grams w_9,0.6669,0.8525,0.8661,0.8428
BPIC20_PermitLog,Bose 2009 Substitution Scores w_3,0.7415,0.79,0.7393,0.9086
BPIC20_PermitLog,Bose 2009 Substitution Scores w_5,0.7711,0.7568,0.7133,0.8568
BPIC20_PermitLog,Bose 2009 Substitution Scores w_9,0.7749,0.8084,0.7989,0.8509
BPIC20_PermitLog,Chiorrini 2022 Embedding Process Structure,0.8188,0.2502,0.2878,0.6867
BPIC20_PermitLog,De Koninck 2018 act2vec CBOW w_3,0.9358,0.8498,0.8912,0.938
BPIC20_PermitLog,De Koninck 2018 act2vec CBOW w_5,0.9305,0.8365,0.8845,0.9366
BPIC20_PermitLog,De Koninck 2018 act2vec CBOW w_9,0.926,0.829,0.8725,0.9362
BPIC20_PermitLog,De Koninck 2018 act2vec skip-gram w_3,0.8546,0.7339,0.788,0.911
BPIC20_PermitLog,De Koninck 2018 act2vec skip-gram w_5,0.8368,0.6852,0.7466,0.903
BPIC20_PermitLog,De Koninck 2018 act2vec skip-gram w_9,0.8247,0.6342,0.7009,0.8944
BPIC20_PermitLog,Gamallo Fernandez 2023 Context Based w_3,0.3976,0.0126,0.0106,0.4276
BPIC20_PermitLog,Unit Distance,0.0425,0.017,0.0198,0.0
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9253,0.9025,0.9347,0.9811
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9188,0.8444,0.8715,0.9536
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.891,0.8292,0.8583,0.885
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9042,0.8861,0.9235,0.9794
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.8841,0.8403,0.8601,0.9515
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.8355,0.8353,0.8642,0.8775
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.8168,0.7744,0.8321,0.951
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.7924,0.7804,0.8118,0.9392
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.7132,0.8116,0.8297,0.8814
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.928,0.9001,0.9256,0.9783
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9275,0.8586,0.8754,0.9479
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.8941,0.8453,0.8674,0.8718
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9153,0.8941,0.9237,0.9775
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.8888,0.8598,0.8746,0.9474
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.8362,0.8496,0.8709,0.8715
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram w_3,0.825,0.8249,0.8646,0.9582
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram w_5,0.7863,0.7884,0.8154,0.9365
BPIC20_PrepaidTravelCost,Activity-Activitiy Co Occurrence N-Gram w_9,0.7112,0.8381,0.8566,0.8713
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words PMI w_3,0.6608,0.8833,0.9059,0.9529
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words PMI w_5,0.4818,0.8547,0.8818,0.902
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words PMI w_9,0.3163,0.8427,0.8876,0.8509
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words PPMI w_3,0.6004,0.8813,0.9047,0.9534
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words PPMI w_5,0.4515,0.8564,0.8842,0.8999
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words PPMI w_9,0.3115,0.8445,0.8895,0.8525
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words w_3,0.8153,0.8631,0.8749,0.9537
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words w_5,0.7353,0.8137,0.8321,0.901
BPIC20_PrepaidTravelCost,Activity-Context Bag Of Words w_9,0.6086,0.8445,0.8804,0.8525
BPIC20_PrepaidTravelCost,Activity-Context N-Grams PMI w_3,0.6289,0.8929,0.9169,0.9556
BPIC20_PrepaidTravelCost,Activity-Context N-Grams PMI w_5,0.4458,0.8565,0.8826,0.9018
BPIC20_PrepaidTravelCost,Activity-Context N-Grams PMI w_9,0.2941,0.8409,0.8868,0.847
BPIC20_PrepaidTravelCost,Activity-Context N-Grams PPMI w_3,0.594,0.8937,0.9165,0.9551
BPIC20_PrepaidTravelCost,Activity-Context N-Grams PPMI w_5,0.4331,0.857,0.8836,0.9
BPIC20_PrepaidTravelCost,Activity-Context N-Grams PPMI w_9,0.2912,0.8424,0.8886,0.8485
BPIC20_PrepaidTravelCost,Activity-Context N-Grams w_3,0.8153,0.869,0.8809,0.9546
BPIC20_PrepaidTravelCost,Activity-Context N-Grams w_5,0.7348,0.8184,0.8376,0.9013
BPIC20_PrepaidTravelCost,Activity-Context N-Grams w_9,0.6025,0.8435,0.8846,0.8485
BPIC20_PrepaidTravelCost,Bose 2009 Substitution Scores w_3,0.7985,0.8138,0.7825,0.9605
BPIC20_PrepaidTravelCost,Bose 2009 Substitution Scores w_5,0.7568,0.7728,0.7527,0.9161
BPIC20_PrepaidTravelCost,Bose 2009 Substitution Scores w_9,0.7416,0.8431,0.8708,0.8854
BPIC20_PrepaidTravelCost,Chiorrini 2022 Embedding Process Structure,0.9232,0.3646,0.4284,0.7418
BPIC20_PrepaidTravelCost,De Koninck 2018 act2vec CBOW w_3,0.9336,0.9103,0.9434,0.9851
BPIC20_PrepaidTravelCost,De Koninck 2018 act2vec CBOW w_5,0.9325,0.9075,0.9367,0.9846
BPIC20_PrepaidTravelCost,De Koninck 2018 act2vec CBOW w_9,0.9347,0.9049,0.9359,0.987
BPIC20_PrepaidTravelCost,De Koninck 2018 act2vec skip-gram w_3,0.8858,0.8798,0.9118,0.9788
BPIC20_PrepaidTravelCost,De Koninck 2018 act2vec skip-gram w_5,0.8804,0.8755,0.9077,0.9783
BPIC20_PrepaidTravelCost,De Koninck 2018 act2vec skip-gram w_9,0.8767,0.8602,0.8959,0.9784
BPIC20_PrepaidTravelCost,Gamallo Fernandez 2023 Context Based w_3,0.3207,0.0154,0.0127,0.4181
BPIC20_PrepaidTravelCost,Unit Distance,0.0,0.0567,0.0706,0.0
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9699,0.8881,0.901,0.8295
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9722,0.86,0.8772,0.8266
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.9499,0.8355,0.8645,0.824
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9636,0.8897,0.9004,0.8292
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9587,0.8596,0.884,0.8268
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.951,0.8524,0.8758,0.8253
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.9461,0.8535,0.8754,0.8213
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.8944,0.8056,0.8436,0.8152
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.9154,0.8718,0.8681,0.8257
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9719,0.8745,0.889,0.8284
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9692,0.8785,0.8939,0.8287
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.9733,0.8684,0.8856,0.8264
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9648,0.8717,0.885,0.8283
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9608,0.8904,0.8966,0.8293
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.9673,0.8896,0.893,0.8275
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram w_3,0.9514,0.8789,0.8848,0.8285
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram w_5,0.9332,0.8785,0.8833,0.8285
BPIC20_RequestForPayment,Activity-Activitiy Co Occurrence N-Gram w_9,0.9202,0.8799,0.8728,0.8265
BPIC20_RequestForPayment,Activity-Context Bag Of Words PMI w_3,0.8735,0.9002,0.904,0.8296
BPIC20_RequestForPayment,Activity-Context Bag Of Words PMI w_5,0.7108,0.8788,0.897,0.8262
BPIC20_RequestForPayment,Activity-Context Bag Of Words PMI w_9,0.5104,0.885,0.893,0.8224
BPIC20_RequestForPayment,Activity-Context Bag Of Words PPMI w_3,0.7908,0.9003,0.904,0.8296
BPIC20_RequestForPayment,Activity-Context Bag Of Words PPMI w_5,0.6728,0.8787,0.897,0.8262
BPIC20_RequestForPayment,Activity-Context Bag Of Words PPMI w_9,0.4963,0.8852,0.893,0.8224
BPIC20_RequestForPayment,Activity-Context Bag Of Words w_3,0.9353,0.874,0.8737,0.8279
BPIC20_RequestForPayment,Activity-Context Bag Of Words w_5,0.8857,0.8617,0.8727,0.8251
BPIC20_RequestForPayment,Activity-Context Bag Of Words w_9,0.8394,0.8776,0.8893,0.8218
BPIC20_RequestForPayment,Activity-Context N-Grams PMI w_3,0.8139,0.8931,0.9001,0.8292
BPIC20_RequestForPayment,Activity-Context N-Grams PMI w_5,0.6488,0.874,0.8929,0.8258
BPIC20_RequestForPayment,Activity-Context N-Grams PMI w_9,0.487,0.8885,0.8986,0.8227
BPIC20_RequestForPayment,Activity-Context N-Grams PPMI w_3,0.7835,0.8931,0.9001,0.8292
BPIC20_RequestForPayment,Activity-Context N-Grams PPMI w_5,0.641,0.874,0.8929,0.8258
BPIC20_RequestForPayment,Activity-Context N-Grams PPMI w_9,0.4875,0.8885,0.8986,0.8227
BPIC20_RequestForPayment,Activity-Context N-Grams w_3,0.9353,0.8757,0.8741,0.8281
BPIC20_RequestForPayment,Activity-Context N-Grams w_5,0.8857,0.8617,0.8734,0.8251
BPIC20_RequestForPayment,Activity-Context N-Grams w_9,0.8409,0.879,0.8903,0.822
BPIC20_RequestForPayment,Bose 2009 Substitution Scores w_3,0.8371,0.7753,0.6909,0.8221
BPIC20_RequestForPayment,Bose 2009 Substitution Scores w_5,0.827,0.7726,0.6954,0.8196
BPIC20_RequestForPayment,Bose 2009 Substitution Scores w_9,0.8137,0.7922,0.7382,0.8155
BPIC20_RequestForPayment,Chiorrini 2022 Embedding Process Structure,0.8739,0.4992,0.5472,0.6895
BPIC20_RequestForPayment,De Koninck 2018 act2vec CBOW w_3,0.8733,0.7403,0.7327,0.8048
BPIC20_RequestForPayment,De Koninck 2018 act2vec CBOW w_5,0.8693,0.7353,0.733,0.8056
BPIC20_RequestForPayment,De Koninck 2018 act2vec CBOW w_9,0.8652,0.7358,0.7298,0.8053
BPIC20_RequestForPayment,De Koninck 2018 act2vec skip-gram w_3,0.8043,0.6772,0.682,0.781
BPIC20_RequestForPayment,De Koninck 2018 act2vec skip-gram w_5,0.7965,0.6637,0.6703,0.7776
BPIC20_RequestForPayment,De Koninck 2018 act2vec skip-gram w_9,0.7921,0.6616,0.6745,0.7773
BPIC20_RequestForPayment,Gamallo Fernandez 2023 Context Based w_3,0.4254,0.0335,0.0239,0.3695
BPIC20_RequestForPayment,Unit Distance,0.1486,0.0586,0.0549,0.0
CCC19,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.3544,0.0699,0.0119,0.8462
CCC19,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.1466,0.1017,0.0458,0.3192
CCC19,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.1974,0.0562,0.0535,0.0253
CCC19,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.3313,0.0697,0.0119,0.8457
CCC19,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.0597,0.1017,0.0458,0.315
CCC19,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.0003,0.0562,0.0535,0.0205
CCC19,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.1963,0.1223,0.0025,0.8643
CCC19,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.0177,0.1058,0.047,0.3141
CCC19,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.0001,0.057,0.0535,0.0217
CCC19,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.354,0.0699,0.0124,0.8472
CCC19,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.101,0.0645,0.0784,0.0118
CCC19,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.0,0.0531,0.064,0.0
CCC19,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.3303,0.0698,0.0124,0.8467
CCC19,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.0087,0.0645,0.0784,0.0118
CCC19,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.0,0.0531,0.064,0.0
CCC19,Activity-Activitiy Co Occurrence N-Gram w_3,0.193,0.1237,0.0045,0.867
CCC19,Activity-Activitiy Co Occurrence N-Gram w_5,0.0027,0.0645,0.0784,0.0118
CCC19,Activity-Activitiy Co Occurrence N-Gram w_9,0.0,0.0531,0.064,0.0
CCC19,Activity-Context Bag Of Words PMI w_3,0.0124,0.009,0.0011,0.0087
CCC19,Activity-Context Bag Of Words PMI w_5,0.003,0.0418,0.0458,0.0095
CCC19,Activity-Context Bag Of Words PMI w_9,0.0,0.0475,0.0535,0.0
CCC19,Activity-Context Bag Of Words PPMI w_3,0.0011,0.009,0.0011,0.0087
CCC19,Activity-Context Bag Of Words PPMI w_5,0.0007,0.0418,0.0458,0.0095
CCC19,Activity-Context Bag Of Words PPMI w_9,0.0,0.0475,0.0535,0.0
CCC19,Activity-Context Bag Of Words w_3,0.001,0.0112,0.0021,0.009
CCC19,Activity-Context Bag Of Words w_5,0.0015,0.0424,0.0481,0.0096
CCC19,Activity-Context Bag Of Words w_9,0.0,0.0475,0.0535,0.0
